id,city_id,name,url_name,color,system_id,transport_mode_id
505,114,Kinuta Line,505-kinuta-line,#5f0101,312,4
502,114,Shin-Tamagawa Line,502-shin-tamagawa-line,#02cdef,312,4
1805,342,F2,1805-f2-karakoy-beyoğlu,#767657,672,9
1804,342,T2,1804-t2-taksim-tunel,#92aba1,672,9
1793,342,Marmaray,1793-marmaray,#64646a,670,3
1802,342,T3,1802-t3-kadıkoy-moda,#8b581d,664,9
1801,342,T1,1801-t1-kabataş-bağcılar,#30447d,664,9
1795,342,M1B,1795-m1b,#cb0000,664,5
1794,342,M1A,1794-m1a,#cb0000,664,5
1800,342,M6,1800-m6,#bfb174,664,4
1799,342,M5,1799-m5,#601a63,664,4
1798,342,M4,1798-m4,#d10066,664,4
1797,342,M3,1797-m3,#4699e5,664,4
1796,342,M2,1796-m2,#14a756,664,4
1806,342,F1,1806-f1-kabataş-taksim,#767657,664,5
1807,342,İST-1,1807-İst-1-yenikapı-İstanbul-havalimanı,#000,669,8
1829,342,19T,1829-19t,#d0021b,663,8
2087,342,Esenler-Bakırköy,2087-esenler-bakırkoy,#ede8ac,673,8
1830,342,19ES,1830-19es,#d0021b,663,8
617,114,Enoshima Electric Railway,617-enoshima-electric-railway,#005c3f,309,5
563,114,Toyo Rapid Railway Line,563-toyo-rapid-railway-line,#3fb036,339,4
623,114,Minatomirai 21 Line,623-minatomirai-21-line,#09357f,351,4
564,114,Blue Line,564-blue-line,#006bf0,340,4
1831,342,14ES,1831-14es,#d0021b,663,8
1490,91,Wadamisaki Line,1490-wadamisaki-line,#0072bc,78,4
565,114,Green Line,565-green-line,#40cc40,340,4
2088,342,49A,2088-49a,#d0021b,663,8
1620,259,6,1620-6,#000,244,9
1832,342,14,1832-14,#d0021b,663,8
1833,342,15F,1833-15f,#d0021b,663,8
2097,217,MAX Red Line,2097-max-red-line,#d0021b,202,5
1738,340,METRO- 4 (CIVIL COURTS TO HADAPSAR),1738-metro-3-ext,#b8e986,653,3
1737,340,METRO 1 EXT (NIGDI- PCMC)(SWARGATE-KATRAJ),1737-metro-1-ext,#f5a623,653,3
1739,340,METRO 2 EXT (RAMWADI- WAGHOLI),1739-metro-2-ext,#6c2776,654,3
2059,59,Route 1,2059-route-1,#0070bb,677,4
1755,22,Line 2 (slow)Churchgate -Borivali,1755-line-2-(slow)churchgate--borivali,#954a0d,649,4
2108,235,"River Street Streecar (""Dottie"")","2108-river-street-streecar-(""dottie"")",#0133a6,220,9
2109,235,Savannah Belles Ferry,2109-savannah-belles-ferry,#417505,220,10
573,74,T2,573-t2,#f5e615,341,0
2076,8,53,2076-53,#ecf33d,4,4
2119,73,Guadalupe - Maybunga,2119-guadalupe---maybunga,#7ed321,696,10
2120,73,Guadalupe - Pinagbuhatan,2120-guadalupe---pinagbuhatan,#bd10e0,696,10
2074,8,51,2074-51,#cc6f1b,4,4
2118,73,Guadalupe - Plaza Mexico (Intramuros),2118-guadalupe---plaza-mexico-(intramuros),#4a90e2,696,10
2073,8,50,2073-50,#1472e5,4,4
2075,8,52,2075-52,#58b1d6,4,4
1491,91,Myoken Line,1491-myoken-line,#c71781,552,4
2077,8,54,2077-54,#f80521,4,4
599,106,Itapecerica-João Dias-Centro (SPTrans),599-itapecerica-joao-dias-centro-(sptrans),#dd040d,279,8
1764,22,LINE 5 (Thane-Bhiwandi-Kalyan),1764-line-5,#c6bf4c,15,3
2129,63,Bandar Utama-Klang Line,2129-bandar-utama–klang-line,#00aae4,55,5
2130,63,Sungai Buloh-Serdang-Putrajaya Line,2130-sungai-buloh-serdang-putrajaya-line,#ffcc00,55,4
2131,205,St. Charles Line,2131-st.-charles-line,#2e5502,190,9
1492,91,Nissei Line,1492-nissei-line,#c71781,552,4
2145,354,1,2145-1,#ff1800,703,9
2148,354,4,2148-4,#f6ac07,703,5
2147,354,3,2147-3,#ce00ff,703,5
2146,354,2,2146-2,#ffd000,703,5
600,106,Ver. José Diniz-Ibirapuera-Centro (SPTrans),600-capelinha-ibirapuera-centro-(sptrans),#dd040d,279,8
597,106,Jd. Ângela-Guarapiranga-Santo Amaro (SPTrans),597-jd.-angela-guarapiranga-santo-amaro-(sptrans),#dd040d,279,8
602,106,Ponte Baixa,602-leste-•-aricanduva,#dd040d,279,8
601,106,Paes de Barros (SPTrans),601-paes-de-barros-(sptrans),#dd040d,279,8
593,106,Pirituba-Lapa-Centro (SPTrans),593-pirituba-lapa-centro-(sptrans),#dd040d,279,8
596,106,Santo Amaro-Nove de Julho-Centro,596-santo-amaro-nove-de-julho-centro,#dd040d,279,8
1500,91,Kishigawa Line,1500-kishigawa-line,#dc143c,554,4
595,106,Campo Limpo-Rebouças-Centro (SPTrans),595-campo-limpo-reboucas-centro-(sptrans),#dd040d,279,8
603,106,Ponte Orca • Zoo (EMTU),603-ponte-orca-•-zoo-(emtu),#000,279,8
547,114,Airport Line,547-keikyu-airport-line,#33c2e4,306,4
594,106,Inajar-Rio Branco-Centro (SPTrans),594-inajar-rio-branco-centro-(sptrans),#dd040d,279,8
562,114,Itsukaichi Line,562-itsukaichi-line,#fe642e,305,4
620,114,Narita Line,620-narita-line,#00b261,305,4
561,1,Urquiza,561-linea-urquiza,#4a4a4a,338,3
566,114,Negishi Line,566-negishi-line,#00b2e5,305,4
556,114,Ome Line,556-ome-line,#fe642e,305,4
626,114,Sagami Line,626-sagami-line,#009793,305,4
545,114,Sagamihara Line,545-sagamihara-line,#dd0077,307,4
548,147,Brown Line,548-brown-line,#62361b,132,5
618,114,Enoshima Line,618-enoshima-line,#00bfff,309,4
625,114,Izumino Line,625-izumino-line,#ffa500,352,4
624,114,Sotetsu Main Line,624-sotetsu-main-line,#ffa500,352,4
544,114,Sayama Line,544-sayama-line,#ff6600,310,4
543,114,Seibu-en Line,543-seibu-en-line,#33cc66,310,4
621,114,Shonan Monorail,621-shonan-monorail,#000,349,7
647,114,Roppongi Line,647-roppongi-line,#5f0101,325,5
619,114,Kodomonokuni Line,619-kodomonokuni-line,#0068b7,312,4
622,114,Kanazawa Seaside Line,622-kanazawa-seaside-line,#f68b1e,350,7
1621,259,7,1621-7,#000,244,9
662,114,Toranomon Line,662-toranomon-line,#5f0101,325,9
1834,342,133F,1834-133f,#d0021b,663,8
1605,72,Metrolink,1605-metrolink,#d0021b,61,9
659,1,Tranvía del Este,659-tranvia-del-este,#4a4a4a,338,9
660,1,Tren de la Costa,660-tren-de-la-costa,#4a4a4a,338,5
1623,259,9,1623-9,#000,244,9
295,19,U6,295-u6,#bd10e0,13,5
1622,259,8,1622-8,#9b9b9b,244,9
1624,259,10,1624-10,#9b9b9b,244,9
312,249,Expo Line,312-expo-line,#4a90e2,234,0
338,99,113,338-113,#4a90e2,353,0
238,103,MA,238-ma,#f5a623,91,0
254,116,Linea 1,254-linea-1,#d01f02,102,0
691,77,Clifton Hill Lines,691-south-morang-line,#e42b23,66,3
260,262,M1,260-m1,#e50a0a,273,0
292,19,U3,292-u3,#009378,13,5
644,1,San Martín,644-san-martin,#4a4a4a,338,3
294,19,U5,294-u5,#662e17,13,5
700,77,Dandenong Line,700-cranbourne-line,#16b4e8,66,3
633,4,Melipilla,633-melipilla,#000,268,3
639,1,Mitre,639-mitre,#4a4a4a,338,3
645,1,Sarmiento,645-sarmiento,#4a4a4a,338,3
643,95,Ligne Horizon,643-ligne-horizon,#0092e2,83,4
697,77,Burnley Lines,697-alamein-line,#094b8d,66,3
1493,91,Hokushin Line,1493-hokushin-line,#00ae8e,553,4
1744,340,METRO 9 (CHANDANI CHOWK-HINJAWADI),1744-metro-9,#22dbe9,656,5
1743,340,METRO 8 (WAGHOLI- HINJAWADI),1743-metro-8,#f5a623,656,5
1742,340,METRO 7 (WARJE -SWARGATE),1742-metro-7,#3f66a9,656,5
1740,340,METRO 5 (HINJAWADI-CHAKAN),1740-metro-4,#50e3c2,654,3
1533,91,Iga Line,1533-iga-line,#703664,587,4
629,114,Chiba Line,629-chiba-line,#005aaa,308,4
628,114,Kurihama Line,628-kurihama-line,#33c2e4,306,4
627,114,Zushi Line,627-zushi-line,#33c2e4,306,4
699,77,Sandringham Line,699-sandringham-line,#fc7ebb,66,3
675,114,Ushigome Line,675-ushigome-line,#5f0101,325,5
692,77,Cross-City Line,692-werribee-line,#149943,66,3
702,77,1,702-1,#000,354,5
667,114,Tsuchihashi Line,667-tsuchihashi-line,#5f0101,325,5
680,114,Shin-Ohashi Line,680-shin-ohashi-line,#5f0101,325,5
687,77,Northern Lines,687-cragieburn-line,#ffb531,66,3
634,114,Shinagawa Line,634-shinagawa-line,#5f0101,325,5
652,114,Shinanomachi Line,652-shinanocho-line,#5f0101,325,5
653,114,Shinjuku Line,653-shinjuku-line,#5f0101,325,5
669,114,Suidobashi Line,669-suidobashi-line,#5f0101,325,5
656,1,Belgrano Norte,656-belgrano-norte,#4a4a4a,338,3
658,1,Roca,658-roca,#4a4a4a,338,3
640,114,Mita Line,640-mita-line,#5f0101,325,5
703,77,3,703-3,#000,354,5
636,114,Meguro Line,636-meguro-line,#5f0101,325,5
657,1,Belgrano Sur,657-belgrano-sur,#4a4a4a,338,3
666,114,Marunouchi Line,666-marunouchi-line,#5f0101,325,5
668,114,Muromachi Line,668-muromachi-line,#5f0101,325,5
677,114,Ryogokubashi Line,677-ryogokubashi-line,#5f0101,325,5
679,114,Ochanomizu Line,679-ochanomizu-line,#5f0101,325,5
673,114,Kudan Line,673-kudan-line,#5f0101,325,5
655,114,Kasumicho Line,655-kasumicho-line,#5f0101,325,5
674,114,Ichigaya Line,674-ichigaya-line,#5f0101,325,5
637,114,Isaragozaka Line,637-isaragozaka-line,#5f0101,325,5
681,114,Izumibashi Line,681-izumibashi-line,#5f0101,325,5
665,114,Kandabashi Line,665-kandabashi-line,#5f0101,325,5
649,114,Horaibashi Line,649-horaibashi-line,#5f0101,325,5
638,114,Kanasugi Line,638-kanasugi-line,#5f0101,325,5
651,114,Aoyama Line,651-aoyama-line,#5f0101,325,5
664,114,Chiyodabashi Line,664-chiyodabashi-line,#5f0101,325,5
672,114,Edogawa Line,672-edogawa-line,#5f0101,325,5
642,114,Fudanotsuji Line,642-fudanotsuji-line,#5f0101,325,5
635,114,Furukawa Line,635-yoshikawa-line,#5f0101,325,5
654,114,Hanzomon Line,654-hanzomon-line,#5f0101,325,5
670,114,Bancho Line,670-bancho-line,#5f0101,325,5
663,114,Hatchobori Line,663-hatchobori-line,#5f0101,325,5
682,114,Kachidokibashi Line,682-kachidokibashi-line,#5f0101,325,5
648,114,Hiroo Line,648-hiroo-line,#5f0101,325,5
641,114,Hondori Line,641-hondori-line,#5f0101,325,5
671,114,Tsunohazu Line,671-tsunohazu-line,#5f0101,325,5
650,114,Tameike Line,650-tameike-line,#5f0101,325,5
661,114,Tsukiji Line,661-tsukiji-line,#5f0101,325,5
1604,91,Kitano Line,1604-kitano-line,#406681,632,5
1835,342,130A,1835-130a,#d0021b,663,8
1495,91,Kusatsu Line,1495-kusatsu-line,#5a9934,78,4
1602,48,via Shotts,1602-via-shotts,#0051ff,626,3
1625,259,11,1625-11,#9b9b9b,244,9
1607,48,Cathcart Circle,1607-cathcart-circle,#00c1d6,625,3
1608,48,Newton Branch,1608-newton-branch,#00f6ff,625,3
1498,91,Bantan Line,1498-bantan-line,#993366,78,4
1626,259,12,1626-12,#9b9b9b,244,9
1496,91,Kosei Line,1496-kosei-line,#00acd1,78,4
1323,91,Osaka Higashi Line,1323-osaka-higashi-line,#347293,78,4
1499,91,Maizuru Line,1499-maizuru-line,#ff8e1f,78,4
1427,91,Wakayama Line,1427-wakayama-line,#f79fba,78,4
1494,91,Kansai Line,1494-kansai-line,#5726b7,78,4
1497,91,Kisei Line,1497-kisei-line,#007fbf,78,4
1627,259,13,1627-13,#000,244,9
298,19,U9,298-u9,#f5a623,13,5
1628,259,13 Bis,1628-13-bis,#9b9b9b,244,9
291,19,U2,291-u2,#ff3300,13,5
1629,259,14,1629-14,#9b9b9b,244,9
290,19,U1,290-u1,#55a822,13,5
1630,259,15,1630-15,#9b9b9b,244,9
1631,259,16,1631-16,#9b9b9b,244,9
1632,259,17,1632-17,#9b9b9b,244,9
1633,259,18,1633-18,#9b9b9b,244,9
296,19,U7,296-u7,#3791bf,13,5
1634,259,19,1634-19,#9b9b9b,244,9
297,19,U8,297-u8,#0a3c86,13,5
1635,259,20,1635-20,#9b9b9b,244,9
304,263,Mariatroster Bahn,304-mariatroster-bahn,#ff0000,285,0
308,258,A,308-a,#7ed321,287,0
313,249,Millennium Line,313-millennium-line,#f8e71c,234,0
710,77,19,710-19,#8f4a78,354,5
714,77,57,714-57,#33bdca,354,5
715,77,58,715-58,#000,354,5
716,77,59,716-59,#49805b,354,5
721,77,75,721-75,#000,354,5
720,77,72,720-72,#000,354,5
719,77,70,719-70,#000,354,5
718,77,67,718-67,#000,354,5
717,77,64,717-64,#000,354,5
704,77,3a,704-3a,#000,354,5
705,77,5,705-5,#000,354,5
706,77,6,706-6,#000,354,5
707,77,11,707-11,#000,354,5
708,77,12,708-12,#000,354,5
709,77,16,709-16,#000,354,5
711,77,30,711-30,#000,354,5
712,77,35,712-35,#000,354,5
713,77,48,713-48,#000,354,5
341,252,Orange Line,341-orange-line,#f5a623,237,0
339,252,Green Line,339-green,#419b14,237,0
1536,64,Línea Verde,1536-linea-verde,#40b000,588,0
1534,64,Línea Roja,1534-linea-roja,#ff0505,588,0
1543,64,Línea Plateada,1543-linea-plateada,#5f5e5e,588,0
1538,64,Línea Naranja,1538-linea-naranja,#ff8a26,588,0
1541,64,Línea Morada,1541-linea-morada,#8031e9,588,0
1542,64,Línea Celeste,1542-linea-celeste,#47bbf4,588,0
1540,64,Línea Café,1540-linea-cafe,#a54e28,588,0
1539,64,Línea Blanca,1539-linea-blanca,#000000,588,0
1537,64,Línea Azul,1537-linea-azul,#0853fe,588,0
1535,64,Línea Amarilla,1535-linea-amarilla,#ffe900,588,0
345,267,3,345-3,#e57575,294,0
256,116,Linea 3,256-linea-3,#4a90e2,102,0
258,116,Linea 5,258-linea-5,#f8e71c,102,0
259,116,Linea 6,259-linea-6,#8b572a,102,0
239,103,MB,239-mb,#2097cf,91,0
202,69,LNER/East Midlands Trains/Great Northern,202-national-rail-(kx-moorgate),#ffbe00,261,2
730,56,Island Line,730-island-line,#0071ce,48,0
732,56,Tsuen Wan Line,732-tsuen-wan-line,#e2231a,48,0
1547,91,Hankai Line,1547-hankai-line,#006600,589,5
1548,91,Uemachi Line,1548-uemachi-line,#ff6600,589,5
734,56,Tseung Kwan O Line,734-tseung-kwan-o-line,#a35eb5,48,0
1544,64,Línea Dorada,1544-linea-dorada,#d5aa2f,588,0
1748,45,Edinburgh Circular,1748-edinburgh-circular,#00539f,629,3
1749,48,West Highland Line,1749-west-highland-line,#00539f,627,3
1747,340,LINE 1 (LONAWALA-PUNE),1747-line-1,#333030,658,4
1741,340,METRO 6 (SINHAGAD TO CANTONMENT),1741-metro-6,#fb9898,656,5
1750,48,Balloch Branch,1750-balloch-branch,#f512c8,625,3
1751,48,via Airdrie & Bathgate,1751-via-airdrie-&-bathgate,#029a9a,626,3
1753,48,Neilston Branch,1753-neilston-branch,#417505,625,3
1752,48,East Kilbride Line,1752-east-kilbride,#98ea42,625,3
1746,340,HCMTR PCMC,1746-hcmtr-pcmc,#3230bb,657,9
723,77,82,723-82,#000,354,5
724,77,86,724-86,#000,354,5
725,77,96,725-96,#000,354,5
1836,342,130Ş,1836-130Ş,#d0021b,663,8
1754,340,HCMTR PMC,1754-hcmtr-pmc,#b897e5,657,9
793,48,Inner Circle,793-inner-circle,#726464,40,5
321,264,C-1 Casetas - Miraflores,321-c-1-casetas---miraflores,#ff0000,291,3
302,45,Borders Railway,302-borders-railway,#d0021b,629,2
2089,145,LYNX Blue Line,2089-lynx-blue-line,#1b41d2,130,5
761,236,RapidRide,761-south-lake-union-line,#8b572a,357,6
762,236,Future RapidRide,762-first-hill-line,#b8e986,357,6
780,267,R,780-r,#000,345,0
1862,342,77A,1862-77a,#50e3c2,663,8
1844,342,15BK,1844-15bk,#9013fe,663,8
1841,342,319,1841-319,#d0021b,663,8
1842,342,320A,1842-320a,#d0021b,663,8
1609,91,Kakogawa Line,1609-kakogawa-line,#00baa5,78,4
745,206,Broadway-7th Avenue Line,745-1,#ee352e,191,4
1843,342,19V,1843-19v,#d0021b,663,8
1845,342,14S,1845-14s,#d0021b,663,8
1846,342,14T,1846-14t,#d0021b,663,8
1847,342,14KS,1847-14ks,#d0021b,663,8
1848,342,19F,1848-19f,#d0021b,663,8
1551,236,Free Transfer Available Between These Stations:,1551-free-transfer-available-between-these-stations:,#000,591,7
1849,342,KM12,1849-km12,#d0021b,663,8
1850,342,KM13,1850-km13,#d0021b,663,8
1851,342,9K,1851-9k,#d0021b,663,8
1852,342,11A,1852-11a,#d0021b,663,8
1853,342,Pendik-Kadıköy,1853-pendik-kadıkoy,#4a90e2,673,8
1854,342,Küçükbakkalköy-Kadıköy,1854-kucukbakkalkoy-kadıkoy,#4a90e2,673,8
1855,342,8,1855-8,#d0021b,663,8
722,77,78,722-78,#000,354,5
1856,342,14ŞB,1856-14Şb,#d0021b,663,8
822,114,Sunamachi Line,822-sunamachi-line,#5f0101,325,5
798,114,Susaki Line,798-susaki-line,#5f0101,325,5
826,114,Narihara Line,826-narihara-line,#5f0101,325,5
811,114,Sarue Line,811-sarue-line,#5f0101,325,5
1863,342,Şişhane-Şişli,1863-Şişhane-Şişli,#7ed321,673,8
1865,342,Kartal-Kadıköy,1865-kartal-kadıkoy,#4a90e2,673,8
1866,342,Kadıköy-Eminönü,1866-kadıkoy-eminonu,#4a90e2,674,10
1867,342,Kadıköy-Beşiktaş,1867-kadıkoy-beşiktaş,#4a90e2,674,10
1868,342,Kadıköy-Adalar,1868-kadıkoy-adalar,#4a90e2,674,10
1869,342,15YK,1869-15yk,#d0021b,663,8
1870,342,ER1,1870-er1,#d0021b,663,8
1875,342,14A,1875-14a,#d0021b,663,8
1876,342,14M,1876-14m,#d0021b,663,8
1877,342,16S,1877-16s,#d0021b,663,8
1878,342,14BK,1878-14bk,#d0021b,663,8
827,114,Kuramae Line,827-kuramae-line,#5f0101,325,5
824,114,Komatsugawa Line,824-komatsugawa-line,#5f0101,325,5
823,114,Kasaibashi Line,823-kasaibashi-line,#5f0101,325,5
1879,342,16Z,1879-16z,#d0021b,663,8
825,114,Ishihara Line,825-ishihara-line,#5f0101,325,5
821,114,Kotobashi Line,821-kotobashi-line,#5f0101,325,5
804,114,Takahashi Line,804-takahashi-line,#5f0101,325,5
1880,342,19,1880-19,#d0021b,663,8
1881,342,14Y,1881-14y,#d0021b,663,8
1882,342,14R,1882-14r,#d0021b,663,8
1883,342,12A,1883-12a,#d0021b,663,8
1884,342,139,1884-139,#d0021b,663,8
1885,342,139A,1885-139a,#d0021b,663,8
1886,342,139T,1886-139t,#d0021b,663,8
1858,342,28T,1858-28t,#d0021b,663,8
1873,342,E-58,1873-e-58,#d0021b,663,8
1874,342,E-57,1874-e-57,#d0021b,663,8
1837,342,500T,1837-500t,#d0021b,663,8
1872,342,500A,1872-500a,#d0021b,663,8
1857,342,401,1857-401,#d0021b,663,8
1871,342,336M,1871-336m,#d0021b,663,8
1840,342,251,1840-251,#d0021b,663,8
1839,342,252,1839-252,#d0021b,663,8
1838,342,256,1838-256,#d0021b,663,8
1890,342,152,1890-152,#d0021b,663,8
1889,342,151,1889-151,#d0021b,663,8
1888,342,150,1888-150,#d0021b,663,8
1859,342,145T,1859-145t,#d0021b,663,8
1887,342,129T,1887-129t,#d0021b,663,8
1860,342,98,1860-98,#d0021b,663,8
1861,342,86V,1861-86v,#d0021b,663,8
1892,342,76E,1892-76e,#d0021b,663,8
1891,342,76D,1891-76d,#d0021b,663,8
726,77,109,726-109,#000,354,5
1586,48,Maryhill Branch,1586-maryhill-branch-line,#d0021b,625,3
1636,110,82,1636-82,#4a90e2,636,10
1587,48,Springburn Branch,1587-springburn-branch-line,#f5a623,625,3
845,247,Line 5 Eglington,845-line-5-eglington,#f87005,232,0
1758,22,Line 4 Vasai Rd-Diva-Roha,1758-line-4-vasai-rd-diva,#b0285d,650,3
1762,22,NMML 2 (MIDC Taloja–Khandeshwar),1762-line-1-phase-2,#cdc2e3,647,3
1895,342,17K,1895-17k,#d0021b,663,8
1611,91,Ohmi Railway Main Line,1611-yokaichi-line,#0070c0,633,4
1763,22,NMML 3 (Pendhar and MIDC),1763-line-1-phase-3,#cdc2e3,647,3
1610,91,Taga Line,1610-ohmi-railway-main-line,#f01008,633,4
1757,22,Line 3 Nerul- Uran ,1757-line-3-nerul--uran,#af6e6f,650,3
139,69,"District Line - Upminster to Wimbledon, Richmond, Olympia & Ealing Broadway via Tower Hill",139-district-line,#417505,259,3
215,69,Lea Valley Lines - Liverpool Street to Cheshunt & Chingford via Dalston & Hackney,215-lo-(lea-valley-lines),#00fffb,262,3
1896,342,ÇM42,1896-cm42,#d0021b,663,8
2090,145,LYNX Gold Line,2090-lynx-gold-line,#f3cc03,130,9
1907,342,20Ü,1907-20u,#50e3c2,663,8
1899,342,34BZ,1899-34bz,#f8e71c,663,8
1898,342,34AS,1898-34as,#f8e71c,663,8
1897,342,34,1897-34,#f8e71c,663,8
1902,342,34Z,1902-34z,#f8e71c,663,8
1901,342,34G,1901-34g,#f8e71c,663,8
1900,342,34C,1900-34c,#f8e71c,663,8
878,114,Line 1,878-line-1,#19209a,368,7
861,111,L1,861-l1,#ad1926,366,5
864,111,L2,864-l2,#df1e25,366,5
1904,342,SG-1,1904-sg-1,#9b9b9b,671,8
863,111,M2,863-m2,#4d9444,365,4
853,111,T1,853-t1,#ef9343,97,3
1908,342,İkitelli-Topkapı,1908-İkitelli-topkapı,#ede8ac,673,8
1761,22,Line 1 Chembur- Wadala,1761-line-1-chembur--jacob's-circle,#20f440,660,5
854,111,T2,854-t2,#008eb4,97,3
855,111,T3,855-t3,#d34132,97,3
858,111,T6,858-t6,#416392,97,3
859,111,T7,859-t7,#6a7b81,97,3
860,111,T8,860-t8,#008a4f,97,3
1756,22,Line 2(Slow) CSTM- Kalyan,1756-line-2(slow)-cstm--kalyan,#0000ea,650,3
1759,22,Line 2 CSMT- Panvel,1759-line-2-csmt--panvel,#f35573,651,3
1760,22,Line 1 Thane -Panvel,1760-line-1-thane--panvel,#9f0fd2,659,3
1894,342,36L,1894-36l,#d0021b,663,8
1905,342,48T,1905-48t,#d0021b,663,8
862,111,M1,862-m1,#008ab6,365,4
1906,342,36T,1906-36t,#d0021b,663,8
879,114,Line 2,879-line-2,#19209a,368,7
1903,342,DT2,1903-dt2,#d0021b,663,8
1893,342,76C,1893-76c,#d0021b,663,8
897,114,Chichibu Main Line,897-chichibu-main-line,#4169e1,377,4
896,114,Isumi Line,896-isumi-line,#ffff00,376,4
893,114,Sotobo Line,893-sotobo-line,#db4028,305,4
894,114,Togane Line,894-togane-line,#f15a22,305,4
892,114,Uchibo Line,892-uchibo-line,#00b9f1,305,4
891,114,Chihara Line,891-chihara-line,#005aaa,308,4
895,114,Kominato Line,895-kominato-line,#ff8c00,375,4
899,114,Chichibu Line,899-chichibu-line,#ff6600,310,4
838,114,Omiya Line,838-omiya-line,#5f0101,310,5
829,114,Umayabashi Line,829-umayabashi-line,#5f0101,325,5
831,114,Ueno Line,831-ueno-line,#5f0101,325,5
868,114,Totsuka Line,868-totsuka-line,#5f0101,325,5
872,114,Shimura Line,872-shimura-line,#5f0101,325,5
869,114,Sugamo Line,869-sugamo-line,#5f0101,325,5
874,114,Suginami Line,874-suginami-line,#5f0101,325,5
837,114,Senju Line,837-senju-line,#5f0101,325,5
844,114,Otowa Line,844-otowa-line,#5f0101,325,5
843,114,Otsuka Line,843-otsuka-line,#5f0101,325,5
870,114,Kita-Senju Line,870-kita-senju-line,#5f0101,325,5
866,114,Komagome Line,866-komagome-line,#5f0101,325,5
833,114,Kiriodoshi Line,833-kiriodoshi-line,#5f0101,325,5
867,114,Ikebukuro Line,867-ikebukuro-line,#5f0101,325,5
871,114,Itabashi Line,871-itabashi-line,#5f0101,325,5
876,114,Asukayama Line,876-asukayama-line,#5f0101,325,5
828,114,Azumabashi Line,828-azumabashi-line,#5f0101,325,5
830,114,Awajicho Line,830-awajicho-line,#5f0101,325,5
834,114,Dozaka Line,834-dozaka-line,#5f0101,325,5
865,114,Gokokuji Line,865-gokokuji-line,#5f0101,325,5
840,114,Hakusan Line,840-hakusan-line,#5f0101,325,5
832,114,Hongo Line,832-hongo-line,#5f0101,325,5
842,114,Tomisaka Line,842-tomisaka-line,#5f0101,325,5
1909,342,Fındıklı-Maltepe,1909-fındıklı-maltepe,#4a90e2,673,8
299,19,U55,299-u55,#662e17,13,5
1637,206,Staten Island Ferry,1637-staten-island-ferry,#86b9f1,637,10
1766,22,LINE 7A (Andheri-CSIA),1766-line-7a,#477def,15,3
1552,252,30N Wisconsin Avenue Line,1552-30n-wisconsin-avenue-line,#000,592,8
1767,22,LINE 8 (CSIA T2-NMIA),1767-line-8,#50e3c2,15,3
306,27,1,306-1,#b92c92,20,4
914,27,62,914-62,#f3b5ce,378,9
920,27,97,920-97,#ab0534,378,9
1588,48,Via Falkirk High,1588-via-falkirk-high,#00539f,626,2
1612,91,Yokaichi Line,1612-manyo-akane-line,#00b050,633,4
1589,48,Via Falkirk Grahamston,1589-via-falkirk-grahamston,#417505,626,3
454,114,Tokaido Main Line,454-tokaido-main-line,#f68b1e,305,4
305,263,Linie 1,305-linie-1,#417505,286,0
310,258,L1,310-l1,#d0021b,243,0
1591,48,North Clyde Line,1591-north-clyde-line,#f8e71c,625,3
315,51,S1,315-s1,#417505,43,0
1592,48,Paisley Canal,1592-paisley-canal,#9013fe,628,3
343,252,Yellow Line,343-yellow-line,#f8e71c,237,0
342,252,Silver Line,342-silver-line,#d0d0d0,237,0
409,95,Tuileries-Suresnes,409-tuileries-suresnes,#000,303,0
410,95,Charenton-Auteuil,410-charenton-auteuil,#000,303,0
411,95,Austerlitz-Auteuil,411-austerlitz-auteuil,#000,303,0
412,95, Le Louvre-Ablon,412-le-louvre-ablon,#000,303,0
414,95,STCRP,414-stcrp,#000,303,0
612,23,A,612-a,#6f2895,16,0
407,95,Funiculaire de Monmartre,407-funiculaire,#601e92,302,0
449,126,Línea 3,449-linea-3,#d0021b,249,0
450,126,Línea 1,450-linea-1,#4a90e2,315,0
448,126,Línea 2,448-linea-2,#417505,249,0
613,23,B,613-b,#ff2d44,16,0
461,67,Azul,461-azul,#260cf4,58,0
462,67,Vermelha,462-vermelha,#ef0425,58,0
463,67,Verde,463-verde,#2ee06d,58,0
464,67,Amarela,464-amarela,#fae907,58,0
469,67,Rossio,469-rossio,#670795,317,0
468,67,Santa Apolónia,468-santa-apolonia,#310878,317,0
513,265,C3,513-c3,#f9a51b,329,0
467,67,Cais do Sodré,467-cais-do-sodre,#41026c,317,0
480,21,Troncal A - Caracas,480-troncal-caracas-(a),#1335fe,253,0
314,21,Troncal B - Norte,314-troncal-autopista-(b),#7ed321,253,0
481,21,Troncal E - NQS Central,481-troncal-e---nqs-central,#b45304,253,0
483,21,Troncal G - NQS Sur,483-troncal-g---nqs-sur,#70b5ff,253,0
484,21,Troncal H - Caracas Sur,484-troncal-h---caracas-sur,#f5a623,253,0
485,21,Troncal J - Eje Ambiental,485-troncal-j---eje-ambiental,#f3a1dc,253,0
486,21,Troncal K - Calle 26,486-troncal-k---calle-26,#ad8e6e,253,0
487,21,Troncal L - Carrera 10,487-troncal-l---carrera-10,#238981,253,0
488,21,Troncal M - Carrera 7,488-troncal-m---carrera-7,#8e008a,253,0
514,265,C4,514-c4,#71bf44,329,0
491,21,Troncal F - Américas ,491-troncal-f---americas,#d0021b,253,0
515,265,C5,515-c5,#8dd7f7,329,0
